t0_3h,future_3h,realized_score
146,6,-2.494087
146,7,-2.413636
146,8,-2.339623
146,9,-2.271085
146,10,-2.207261
146,11,-2.147535
146,12,-2.091406
146,13,-2.038459
146,14,-1.988347
146,15,-1.940777
146,16,-1.895497
146,17,-1.852292
146,19,-1.771390
146,21,-1.696843
146,22,-1.661648
146,24,-1.594919
146,26,-1.532525
146,28,-1.473921
146,31,-1.392163
146,33,-1.341234
146,36,-1.269482
146,39,-1.202604
146,42,-1.139957
146,45,-1.081021
146,49,-1.007481
146,53,-0.938958
146,57,-0.874791
146,62,-0.799905
146,67,-0.730155
146,73,-0.652297
146,78,-0.591657
146,85,-0.512372
146,92,-0.438778
146,99,-0.370112
146,107,-0.296885
146,116,-0.220315
146,125,-0.149082
146,135,-0.075363
146,146,0.000000
146,157,0.070152
146,170,0.147241
146,184,0.224162
146,199,0.300537
146,214,0.371514
146,232,0.450546
146,250,0.523793
146,270,0.599345
146,292,0.676346
146,315,0.750967
146,340,0.826215
146,368,0.904268
146,397,0.979153
146,429,1.055754
146,463,1.131183
146,500,1.207276
146,540,1.283505
146,583,1.359446
146,630,1.436345
146,680,1.512139
146,735,1.589370
146,793,1.664829
146,857,1.741975
146,925,1.817905
146,999,1.894467
146,1079,1.971133
146,1165,2.047479
146,1258,2.123965
146,1358,2.200164
146,1467,2.277097
146,1584,2.353580
146,1710,2.429889
146,1847,2.500000
146,1994,2.500000
146,2153,2.500000
146,2325,2.500000
146,2511,2.500000
146,2711,2.500000
146,2928,2.500000
146,3161,2.500000
146,3414,2.500000
146,3686,2.500000
146,3980,2.500000
146,4298,2.500000
146,4641,2.500000
146,5011,2.500000
146,5411,2.500000
146,5842,2.500000
146,6309,2.500000
146,6812,2.500000
146,7355,2.500000
146,7942,2.500000
146,8576,2.500000
146,9260,2.500000
146,9999,2.500000
157,0,-2.500000
157,1,-2.500000
157,2,-2.500000
157,3,-2.500000
157,4,-2.500000
157,5,-2.500000
157,6,-2.500000
157,7,-2.500000
157,8,-2.429604
157,9,-2.360017
157,10,-2.295222
157,11,-2.234595
157,12,-2.177627
157,13,-2.123896
157,14,-2.073049
157,15,-2.024789
157,16,-1.978861
157,17,-1.935045
157,19,-1.853021
157,21,-1.777471
157,22,-1.741813
157,24,-1.674226
157,26,-1.611058
157,28,-1.551751
157,31,-1.469057
157,33,-1.417572
157,36,-1.345076
157,39,-1.277546
157,42,-1.214326
157,45,-1.154886
157,49,-1.080766
157,53,-1.011751
157,57,-0.947167
157,62,-0.871845
157,67,-0.801740
157,73,-0.723541
157,78,-0.662673
157,85,-0.583139
157,92,-0.509360
157,99,-0.440557
157,107,-0.367218
157,116,-0.290565
157,125,-0.219280
157,135,-0.145529
157,146,-0.070152
157,157,0.000000
157,170,0.077078
157,184,0.153982
157,199,0.230337
157,214,0.301295
157,232,0.380305
157,250,0.453535
157,270,0.529071
157,292,0.606059
157,315,0.680671
157,340,0.755912
157,368,0.833959
157,397,0.908842
157,429,0.985440
157,463,1.060868
157,500,1.136960
157,540,1.213188
157,583,1.289130
157,630,1.366028
157,680,1.441822
157,735,1.519054
157,793,1.594512
157,857,1.671659
157,925,1.747588
157,999,1.824151
157,1079,1.900817
157,1165,1.977163
157,1258,2.053649
157,1358,2.129847
157,1467,2.206781
157,1584,2.283264
157,1710,2.359572
157,1847,2.436425
157,1994,2.500000
157,2153,2.500000
157,2325,2.500000
157,2511,2.500000
157,2711,2.500000
157,2928,2.500000
157,3161,2.500000
157,3414,2.500000
157,3686,2.500000
157,3980,2.500000
157,4298,2.500000
157,4641,2.500000
157,5011,2.500000
157,5411,2.500000
157,5842,2.500000
157,6309,2.500000
157,6812,2.500000
157,7355,2.500000
157,7942,2.500000
157,8576,2.500000
157,9260,2.500000
157,9999,2.500000
170,0,-2.500000
170,1,-2.500000
170,2,-2.500000
170,3,-2.500000
170,4,-2.500000
170,5,-2.500000
170,6,-2.500000
170,7,-2.500000
170,8,-2.500000
170,9,-2.455322
170,10,-2.389609
170,11,-2.328128
170,12,-2.270363
170,13,-2.215888
170,14,-2.164343
170,15,-2.115427
170,16,-2.068881
170,17,-2.024484
170,19,-1.941390
170,21,-1.864880
170,22,-1.828779
170,24,-1.760370
170,26,-1.696458
170,28,-1.636476
170,31,-1.552879
170,33,-1.500857
170,36,-1.427640
170,39,-1.359475
170,42,-1.295698
170,45,-1.235765
170,49,-1.161075
170,53,-1.091574
170,57,-1.026576
170,62,-0.950821
170,67,-0.880359
170,73,-0.801814
170,78,-0.740714
170,85,-0.660922
170,92,-0.586947
170,99,-0.517997
170,107,-0.444535
170,116,-0.367785
170,125,-0.296437
170,135,-0.222643
170,146,-0.147241
170,157,-0.077078
170,170,0.000000
170,184,0.076896
170,199,0.153238
170,214,0.224182
170,232,0.303176
170,250,0.376393
170,270,0.451917
170,292,0.528895
170,315,0.603498
170,340,0.678733
170,368,0.756776
170,397,0.831656
170,429,0.908253
170,463,0.983679
170,500,1.059771
170,540,1.135999
170,583,1.211941
170,630,1.288839
170,680,1.364633
170,735,1.441864
170,793,1.517323
170,857,1.594469
170,925,1.670399
170,999,1.746961
170,1079,1.823627
170,1165,1.899973
170,1258,1.976459
170,1358,2.052657
170,1467,2.129591
170,1584,2.206074
170,1710,2.282382
170,1847,2.359235
170,1994,2.435616
170,2153,2.500000
170,2325,2.500000
170,2511,2.500000
170,2711,2.500000
170,2928,2.500000
170,3161,2.500000
170,3414,2.500000
170,3686,2.500000
170,3980,2.500000
170,4298,2.500000
170,4641,2.500000
170,5011,2.500000
170,5411,2.500000
170,5842,2.500000
170,6309,2.500000
170,6812,2.500000
170,7355,2.500000
170,7942,2.500000
170,8576,2.500000
170,9260,2.500000
170,9999,2.500000
184,0,-2.500000
184,1,-2.500000
184,2,-2.500000
184,3,-2.500000
184,4,-2.500000
184,5,-2.500000
184,6,-2.500000
184,7,-2.500000
184,8,-2.500000
184,9,-2.500000
184,10,-2.481374
184,11,-2.419178
184,12,-2.360746
184,13,-2.305645
184,14,-2.253514
184,15,-2.204047
184,16,-2.156981
184,17,-2.112093
184,19,-2.028097
184,21,-1.950776
184,22,-1.914300
184,24,-1.845196
184,26,-1.780651
184,28,-1.720095
184,31,-1.635728
184,33,-1.583248
184,36,-1.509413
184,39,-1.440705
184,42,-1.376446
184,45,-1.316088
184,49,-1.240904
184,53,-1.170981
184,57,-1.105621
184,62,-1.029485
184,67,-0.958707
184,73,-0.879854
184,78,-0.818545
184,85,-0.738519
184,92,-0.664364
184,99,-0.595276
184,107,-0.521695
184,116,-0.444851
184,125,-0.373438
184,135,-0.299596
184,146,-0.224162
184,157,-0.153982
184,170,-0.076896
184,184,0.000000
184,199,0.076337
184,214,0.147273
184,232,0.226258
184,250,0.299466
184,270,0.374981
184,292,0.451952
184,315,0.526550
184,340,0.601780
184,368,0.679820
184,397,0.754698
184,429,0.831294
184,463,0.906719
184,500,0.982810
184,540,1.059038
184,583,1.134980
184,630,1.211878
184,680,1.287672
184,735,1.364903
184,793,1.440362
184,857,1.517508
184,925,1.593438
184,999,1.670000
184,1079,1.746666
184,1165,1.823012
184,1258,1.899498
184,1358,1.975696
184,1467,2.052630
184,1584,2.129113
184,1710,2.205421
184,1847,2.282274
184,1994,2.358655
184,2153,2.435190
184,2325,2.500000
184,2511,2.500000
184,2711,2.500000
184,2928,2.500000
184,3161,2.500000
184,3414,2.500000
184,3686,2.500000
184,3980,2.500000
184,4298,2.500000
184,4641,2.500000
184,5011,2.500000
184,5411,2.500000
184,5842,2.500000
184,6309,2.500000
184,6812,2.500000
184,7355,2.500000
184,7942,2.500000
184,8576,2.500000
184,9260,2.500000
184,9999,2.500000
199,0,-2.500000
199,1,-2.500000
199,2,-2.500000
199,3,-2.500000
199,4,-2.500000
199,5,-2.500000
199,6,-2.500000
199,7,-2.500000
199,8,-2.500000
199,9,-2.500000
199,10,-2.500000
199,11,-2.500000
199,12,-2.448382
199,13,-2.392770
199,14,-2.340159
199,15,-2.290240
199,16,-2.242748
199,17,-2.197458
199,19,-2.112720
199,21,-2.034732
199,22,-1.997947
199,24,-1.928268
199,26,-1.863202
199,28,-1.802170
199,31,-1.717165
199,33,-1.664304
199,36,-1.589954
199,39,-1.520791
199,42,-1.456131
199,45,-1.395415
199,49,-1.319815
199,53,-1.249535
199,57,-1.183868
199,62,-1.107407
199,67,-1.036358
199,73,-0.957239
199,78,-0.895748
199,85,-0.815517
199,92,-0.741203
199,99,-0.671991
199,107,-0.598303
199,116,-0.521370
199,125,-0.449894
199,135,-0.376005
199,146,-0.300537
199,157,-0.230337
199,170,-0.153238
199,184,-0.076337
199,199,0.000000
199,214,0.070933
199,232,0.149913
199,250,0.223115
199,270,0.298626
199,292,0.375592
199,315,0.450186
199,340,0.525413
199,368,0.603451
199,397,0.678328
199,429,0.754922
199,463,0.830347
199,500,0.906438
199,540,0.982665
199,583,1.058607
199,630,1.135505
199,680,1.211299
199,735,1.288530
199,793,1.363989
199,857,1.441135
199,925,1.517065
199,999,1.593627
199,1079,1.670293
199,1165,1.746639
199,1258,1.823125
199,1358,1.899323
199,1467,1.976257
199,1584,2.052740
199,1710,2.129048
199,1847,2.205901
199,1994,2.282282
199,2153,2.358817
199,2325,2.435504
199,2511,2.500000
199,2711,2.500000
199,2928,2.500000
199,3161,2.500000
199,3414,2.500000
199,3686,2.500000
199,3980,2.500000
199,4298,2.500000
199,4641,2.500000
199,5011,2.500000
199,5411,2.500000
199,5842,2.500000
199,6309,2.500000
199,6812,2.500000
199,7355,2.500000
199,7942,2.500000
199,8576,2.500000
199,9260,2.500000
199,9999,2.500000
214,0,-2.500000
214,1,-2.500000
214,2,-2.500000
214,3,-2.500000
214,4,-2.500000
214,5,-2.500000
214,6,-2.500000
214,7,-2.500000
214,8,-2.500000
214,9,-2.500000
214,10,-2.500000
214,11,-2.500000
214,12,-2.500000
214,13,-2.472030
214,14,-2.419057
214,15,-2.368796
214,16,-2.320982
214,17,-2.275387
214,19,-2.190087
214,21,-2.111593
214,22,-2.074573
214,24,-2.004458
214,26,-1.938995
214,28,-1.877600
214,31,-1.792108
214,33,-1.738954
214,36,-1.664210
214,39,-1.594698
214,42,-1.529727
214,45,-1.468736
214,49,-1.392814
214,53,-1.322257
214,57,-1.256351
214,62,-1.179635
214,67,-1.108374
214,73,-1.029044
214,78,-0.967409
214,85,-0.887013
214,92,-0.812570
214,99,-0.743258
214,107,-0.669481
214,116,-0.592474
214,125,-0.520945
214,135,-0.447013
214,146,-0.371514
214,157,-0.301295
214,170,-0.224182
214,184,-0.147273
214,199,-0.070933
214,214,0.000000
214,232,0.078978
214,250,0.152178
214,270,0.227685
214,292,0.304648
214,315,0.379240
214,340,0.454466
214,368,0.532502
214,397,0.607377
214,429,0.683971
214,463,0.759396
214,500,0.835486
214,540,0.911714
214,583,0.987655
214,630,1.064553
214,680,1.140347
214,735,1.217578
214,793,1.293037
214,857,1.370184
214,925,1.446113
214,999,1.522676
214,1079,1.599341
214,1165,1.675687
214,1258,1.752173
214,1358,1.828372
214,1467,1.905306
214,1584,1.981788
214,1710,2.058097
214,1847,2.134950
214,1994,2.211331
214,2153,2.287865
214,2325,2.364552
214,2511,2.441354
214,2711,2.500000
214,2928,2.500000
214,3161,2.500000
214,3414,2.500000
214,3686,2.500000
214,3980,2.500000
214,4298,2.500000
214,4641,2.500000
214,5011,2.500000
214,5411,2.500000
214,5842,2.500000
214,6309,2.500000
214,6812,2.500000
214,7355,2.500000
214,7942,2.500000
214,8576,2.500000
214,9260,2.500000
214,9999,2.500000
232,0,-2.500000
232,1,-2.500000
232,2,-2.500000
232,3,-2.500000
232,4,-2.500000
232,5,-2.500000
232,6,-2.500000
232,7,-2.500000
232,8,-2.500000
232,9,-2.500000
232,10,-2.500000
232,11,-2.500000
232,12,-2.500000
232,13,-2.500000
232,14,-2.500000
232,15,-2.454639
232,16,-2.406542
232,17,-2.360678
232,19,-2.274882
232,21,-2.195940
232,22,-2.158712
232,24,-2.088210
232,26,-2.022394
232,28,-1.960676
232,31,-1.874750
232,33,-1.821337
232,36,-1.746240
232,39,-1.676416
232,42,-1.611167
232,45,-1.549927
232,49,-1.473715
232,53,-1.402907
232,57,-1.336784
232,62,-1.259837
232,67,-1.188381
232,73,-1.108859
232,78,-1.047090
232,85,-0.966542
232,92,-0.891979
232,99,-0.822571
232,107,-0.748710
232,116,-0.671632
232,125,-0.600050
232,135,-0.526076
232,146,-0.450546
232,157,-0.380305
232,170,-0.303176
232,184,-0.226258
232,199,-0.149913
232,214,-0.078978
232,232,0.000000
232,250,0.073199
232,270,0.148704
232,292,0.225666
232,315,0.300256
232,340,0.375480
232,368,0.453515
232,397,0.528390
232,429,0.604983
232,463,0.680408
232,500,0.756498
232,540,0.832725
232,583,0.908667
232,630,0.985565
232,680,1.061359
232,735,1.138590
232,793,1.214048
232,857,1.291195
232,925,1.367124
232,999,1.443687
232,1079,1.520353
232,1165,1.596699
232,1258,1.673185
232,1358,1.749383
232,1467,1.826317
232,1584,1.902800
232,1710,1.979108
232,1847,2.055961
232,1994,2.132342
232,2153,2.208877
232,2325,2.285563
232,2511,2.362365
232,2711,2.438855
232,2928,2.500000
232,3161,2.500000
232,3414,2.500000
232,3686,2.500000
232,3980,2.500000
232,4298,2.500000
232,4641,2.500000
232,5011,2.500000
232,5411,2.500000
232,5842,2.500000
232,6309,2.500000
232,6812,2.500000
232,7355,2.500000
232,7942,2.500000
232,8576,2.500000
232,9260,2.500000
232,9999,2.500000
250,0,-2.500000
250,1,-2.500000
250,2,-2.500000
250,3,-2.500000
250,4,-2.500000
250,5,-2.500000
250,6,-2.500000
250,7,-2.500000
250,8,-2.500000
250,9,-2.500000
250,10,-2.500000
250,11,-2.500000
250,12,-2.500000
250,13,-2.500000
250,14,-2.500000
250,15,-2.500000
250,16,-2.484525
250,17,-2.438470
250,19,-2.352320
250,21,-2.273059
250,22,-2.235683
250,24,-2.164904
250,26,-2.098835
250,28,-2.036886
250,31,-1.950648
250,33,-1.897048
250,36,-1.821697
250,39,-1.751647
250,42,-1.686197
250,45,-1.624777
250,49,-1.548354
250,53,-1.477364
250,57,-1.411082
250,62,-1.333965
250,67,-1.262366
250,73,-1.182701
250,78,-1.120834
250,85,-1.040172
250,92,-0.965518
250,99,-0.896038
250,107,-0.822112
250,116,-0.744979
250,125,-0.673356
250,135,-0.599350
250,146,-0.523793
250,157,-0.453535
250,170,-0.376393
250,184,-0.299466
250,199,-0.223115
250,214,-0.152178
250,232,-0.073199
250,250,0.000000
250,270,0.075505
250,292,0.152466
250,315,0.227055
250,340,0.302279
250,368,0.380313
250,397,0.455187
250,429,0.531780
250,463,0.607204
250,500,0.683295
250,540,0.759522
250,583,0.835463
250,630,0.912361
250,680,0.988155
250,735,1.065387
250,793,1.140845
250,857,1.217992
250,925,1.293921
250,999,1.370484
250,1079,1.447150
250,1165,1.523495
250,1258,1.599982
250,1358,1.676180
250,1467,1.753114
250,1584,1.829597
250,1710,1.905905
250,1847,1.982758
250,1994,2.059139
250,2153,2.135674
250,2325,2.212360
250,2511,2.289162
250,2711,2.365652
250,2928,2.442518
250,3161,2.500000
250,3414,2.500000
250,3686,2.500000
250,3980,2.500000
250,4298,2.500000
250,4641,2.500000
250,5011,2.500000
250,5411,2.500000
250,5842,2.500000
250,6309,2.500000
250,6812,2.500000
250,7355,2.500000
250,7942,2.500000
250,8576,2.500000
250,9260,2.500000
250,9999,2.500000
270,0,-2.500000
270,1,-2.500000
270,2,-2.500000
270,3,-2.500000
270,4,-2.500000
270,5,-2.500000
270,6,-2.500000
270,7,-2.500000
270,8,-2.500000
270,9,-2.500000
270,10,-2.500000
270,11,-2.500000
270,12,-2.500000
270,13,-2.500000
270,14,-2.500000
270,15,-2.500000
270,16,-2.500000
270,17,-2.500000
270,19,-2.431185
270,21,-2.351675
270,22,-2.314183
270,24,-2.243188
270,26,-2.176923
270,28,-2.114793
270,31,-2.028312
270,33,-1.974565
270,36,-1.899015
270,39,-1.828787
270,42,-1.763179
270,45,-1.701618
270,49,-1.625028
270,53,-1.553893
270,57,-1.487485
270,62,-1.410233
270,67,-1.338520
270,73,-1.258741
270,78,-1.196794
270,85,-1.116040
270,92,-1.041313
270,99,-0.971774
270,107,-0.897795
270,116,-0.820616
270,125,-0.748959
270,135,-0.674924
270,146,-0.599345
270,157,-0.529071
270,170,-0.451917
270,184,-0.374981
270,199,-0.298626
270,214,-0.227685
270,232,-0.148704
270,250,-0.075505
270,270,0.000000
270,292,0.076960
270,315,0.151549
270,340,0.226772
270,368,0.304806
270,397,0.379680
270,429,0.456273
270,463,0.531697
270,500,0.607787
270,540,0.684015
270,583,0.759956
270,630,0.836854
270,680,0.912648
270,735,0.989879
270,793,1.065337
270,857,1.142484
270,925,1.218413
270,999,1.294976
270,1079,1.371642
270,1165,1.447988
270,1258,1.524474
270,1358,1.600672
270,1467,1.677606
270,1584,1.754089
270,1710,1.830397
270,1847,1.907250
270,1994,1.983631
270,2153,2.060166
270,2325,2.136852
270,2511,2.213655
270,2711,2.290144
270,2928,2.367010
270,3161,2.443453
270,3414,2.500000
270,3686,2.500000
270,3980,2.500000
270,4298,2.500000
270,4641,2.500000
270,5011,2.500000
270,5411,2.500000
270,5842,2.500000
270,6309,2.500000
270,6812,2.500000
270,7355,2.500000
270,7942,2.500000
270,8576,2.500000
270,9260,2.500000
270,9999,2.500000
292,0,-2.500000
292,1,-2.500000
292,2,-2.500000
292,3,-2.500000
292,4,-2.500000
292,5,-2.500000
292,6,-2.500000
292,7,-2.500000
292,8,-2.500000
292,9,-2.500000
292,10,-2.500000
292,11,-2.500000
292,12,-2.500000
292,13,-2.500000
292,14,-2.500000
292,15,-2.500000
292,16,-2.500000
292,17,-2.500000
292,19,-2.500000
292,21,-2.430981
292,22,-2.393403
292,24,-2.322249
292,26,-2.255837
292,28,-2.193574
292,31,-2.106911
292,33,-2.053055
292,36,-1.977356
292,39,-1.906996
292,42,-1.841269
292,45,-1.779602
292,49,-1.702887
292,53,-1.631643
292,57,-1.565140
292,62,-1.487786
292,67,-1.415987
292,73,-1.336120
292,78,-1.274112
292,85,-1.193288
292,92,-1.118504
292,99,-1.048920
292,107,-0.974900
292,116,-0.897685
292,125,-0.826000
292,135,-0.751943
292,146,-0.676346
292,157,-0.606059
292,170,-0.528895
292,184,-0.451952
292,199,-0.375592
292,214,-0.304648
292,232,-0.225666
292,250,-0.152466
292,270,-0.076960
292,292,0.000000
292,315,0.074588
292,340,0.149812
292,368,0.227846
292,397,0.302720
292,429,0.379312
292,463,0.454736
292,500,0.530826
292,540,0.607054
292,583,0.682995
292,630,0.759893
292,680,0.835687
292,735,0.912918
292,793,0.988376
292,857,1.065523
292,925,1.141452
292,999,1.218015
292,1079,1.294681
292,1165,1.371027
292,1258,1.447513
292,1358,1.523711
292,1467,1.600645
292,1584,1.677128
292,1710,1.753436
292,1847,1.830289
292,1994,1.906670
292,2153,1.983205
292,2325,2.059891
292,2511,2.136693
292,2711,2.213183
292,2928,2.290049
292,3161,2.366492
292,3414,2.443371
292,3686,2.500000
292,3980,2.500000
292,4298,2.500000
292,4641,2.500000
292,5011,2.500000
292,5411,2.500000
292,5842,2.500000
292,6309,2.500000
292,6812,2.500000
292,7355,2.500000
292,7942,2.500000
292,8576,2.500000
292,9260,2.500000
292,9999,2.500000
315,0,-2.500000
315,1,-2.500000
315,2,-2.500000
315,3,-2.500000
315,4,-2.500000
315,5,-2.500000
315,6,-2.500000
315,7,-2.500000
315,8,-2.500000
315,9,-2.500000
315,10,-2.500000
315,11,-2.500000
315,12,-2.500000
315,13,-2.500000
315,14,-2.500000
315,15,-2.500000
315,16,-2.500000
315,17,-2.500000
315,19,-2.500000
315,21,-2.500000
315,22,-2.469560
315,24,-2.398297
315,26,-2.331785
315,28,-2.269430
315,31,-2.182644
315,33,-2.128713
315,36,-2.052912
315,39,-1.982461
315,42,-1.916653
315,45,-1.854912
315,49,-1.778111
315,53,-1.706791
315,57,-1.640223
315,62,-1.562797
315,67,-1.490938
315,73,-1.411010
315,78,-1.348960
315,85,-1.268086
315,92,-1.193262
315,99,-1.123645
315,107,-1.049595
315,116,-0.972355
315,125,-0.900651
315,135,-0.826577
315,146,-0.750967
315,157,-0.680671
315,170,-0.603498
315,184,-0.526550
315,199,-0.450186
315,214,-0.379240
315,232,-0.300256
315,250,-0.227055
315,270,-0.151549
315,292,-0.074588
315,315,0.000000
315,340,0.075223
315,368,0.153257
315,397,0.228131
315,429,0.304723
315,463,0.380147
315,500,0.456237
315,540,0.532465
315,583,0.608406
315,630,0.685304
315,680,0.761098
315,735,0.838329
315,793,0.913788
315,857,0.990934
315,925,1.066864
315,999,1.143426
315,1079,1.220092
315,1165,1.296438
315,1258,1.372924
315,1358,1.449122
315,1467,1.526056
315,1584,1.602539
315,1710,1.678847
315,1847,1.755700
315,1994,1.832081
315,2153,1.908616
315,2325,1.985303
315,2511,2.062105
315,2711,2.138594
315,2928,2.215460
315,3161,2.291903
315,3414,2.368782
315,3686,2.445332
315,3980,2.500000
315,4298,2.500000
315,4641,2.500000
315,5011,2.500000
315,5411,2.500000
315,5842,2.500000
315,6309,2.500000
315,6812,2.500000
315,7355,2.500000
315,7942,2.500000
315,8576,2.500000
315,9260,2.500000
315,9999,2.500000
340,0,-2.500000
340,1,-2.500000
340,2,-2.500000
340,3,-2.500000
340,4,-2.500000
340,5,-2.500000
340,6,-2.500000
340,7,-2.500000
340,8,-2.500000
340,9,-2.500000
340,10,-2.500000
340,11,-2.500000
340,12,-2.500000
340,13,-2.500000
340,14,-2.500000
340,15,-2.500000
340,16,-2.500000
340,17,-2.500000
340,19,-2.500000
340,21,-2.500000
340,22,-2.500000
340,24,-2.474542
340,26,-2.407962
340,28,-2.345544
340,31,-2.258671
340,33,-2.204688
340,36,-2.128818
340,39,-2.058303
340,42,-1.992438
340,45,-1.930647
340,49,-1.853785
340,53,-1.782413
340,57,-1.715799
340,62,-1.638324
340,67,-1.566421
340,73,-1.486451
340,78,-1.424370
340,85,-1.343461
340,92,-1.268609
340,99,-1.198969
340,107,-1.124898
340,116,-1.047639
340,125,-0.975921
340,135,-0.901834
340,146,-0.826215
340,157,-0.755912
340,170,-0.678733
340,184,-0.601780
340,199,-0.525413
340,214,-0.454466
340,232,-0.375480
340,250,-0.302279
340,270,-0.226772
340,292,-0.149812
340,315,-0.075223
340,340,0.000000
340,368,0.078034
340,397,0.152908
340,429,0.229500
340,463,0.304924
340,500,0.381014
340,540,0.457241
340,583,0.533183
340,630,0.610081
340,680,0.685874
340,735,0.763106
340,793,0.838564
340,857,0.915711
340,925,0.991640
340,999,1.068203
340,1079,1.144869
340,1165,1.221215
340,1258,1.297701
340,1358,1.373899
340,1467,1.450833
340,1584,1.527316
340,1710,1.603624
340,1847,1.680477
340,1994,1.756858
340,2153,1.833393
340,2325,1.910079
340,2511,1.986881
340,2711,2.063371
340,2928,2.140237
340,3161,2.216680
340,3414,2.293559
340,3686,2.370108
340,3980,2.446748
340,4298,2.500000
340,4641,2.500000
340,5011,2.500000
340,5411,2.500000
340,5842,2.500000
340,6309,2.500000
340,6812,2.500000
340,7355,2.500000
340,7942,2.500000
340,8576,2.500000
340,9260,2.500000
340,9999,2.500000
368,0,-2.500000
368,1,-2.500000
368,2,-2.500000
368,3,-2.500000
368,4,-2.500000
368,5,-2.500000
368,6,-2.500000
368,7,-2.500000
368,8,-2.500000
368,9,-2.500000
368,10,-2.500000
368,11,-2.500000
368,12,-2.500000
368,13,-2.500000
368,14,-2.500000
368,15,-2.500000
368,16,-2.500000
368,17,-2.500000
368,19,-2.500000
368,21,-2.500000
368,22,-2.500000
368,24,-2.500000
368,26,-2.486650
368,28,-2.424190
368,31,-2.337259
368,33,-2.283241
368,36,-2.207323
368,39,-2.136765
368,42,-2.070862
368,45,-2.009036
368,49,-1.932133
368,53,-1.860725
368,57,-1.794079
368,62,-1.716570
368,67,-1.644638
368,73,-1.564638
368,78,-1.502537
368,85,-1.421604
368,92,-1.346731
368,99,-1.277075
368,107,-1.202989
368,116,-1.125717
368,125,-1.053989
368,135,-0.979894
368,146,-0.904268
368,157,-0.833959
368,170,-0.756776
368,184,-0.679820
368,199,-0.603451
368,214,-0.532502
368,232,-0.453515
368,250,-0.380313
368,270,-0.304806
368,292,-0.227846
368,315,-0.153257
368,340,-0.078034
368,368,0.000000
368,397,0.074874
368,429,0.151466
368,463,0.226890
368,500,0.302980
368,540,0.379207
368,583,0.455149
368,630,0.532047
368,680,0.607840
368,735,0.685072
368,793,0.760530
368,857,0.837677
368,925,0.913606
368,999,0.990169
368,1079,1.066835
368,1165,1.143181
368,1258,1.219667
368,1358,1.295865
368,1467,1.372799
368,1584,1.449282
368,1710,1.525590
368,1847,1.602443
368,1994,1.678824
368,2153,1.755359
368,2325,1.832045
368,2511,1.908847
368,2711,1.985337
368,2928,2.062203
368,3161,2.138646
368,3414,2.215525
368,3686,2.292074
368,3980,2.368714
368,4298,2.445489
368,4641,2.500000
368,5011,2.500000
368,5411,2.500000
368,5842,2.500000
368,6309,2.500000
368,6812,2.500000
368,7355,2.500000
368,7942,2.500000
368,8576,2.500000
368,9260,2.500000
368,9999,2.500000
397,0,-2.500000
397,1,-2.500000
397,2,-2.500000
397,3,-2.500000
397,4,-2.500000
397,5,-2.500000
397,6,-2.500000
397,7,-2.500000
397,8,-2.500000
397,9,-2.500000
397,10,-2.500000
397,11,-2.500000
397,12,-2.500000
397,13,-2.500000
397,14,-2.500000
397,15,-2.500000
397,16,-2.500000
397,17,-2.500000
397,19,-2.500000
397,21,-2.500000
397,22,-2.500000
397,24,-2.500000
397,26,-2.500000
397,28,-2.499436
397,31,-2.412471
397,33,-2.358432
397,36,-2.282484
397,39,-2.211901
397,42,-2.145974
397,45,-2.084127
397,49,-2.007200
397,53,-1.935770
397,57,-1.869105
397,62,-1.791575
397,67,-1.719626
397,73,-1.639608
397,78,-1.577493
397,85,-1.496545
397,92,-1.421661
397,99,-1.351995
397,107,-1.277900
397,116,-1.200620
397,125,-1.128885
397,135,-1.054784
397,146,-0.979153
397,157,-0.908842
397,170,-0.831656
397,184,-0.754698
397,199,-0.678328
397,214,-0.607377
397,232,-0.528390
397,250,-0.455187
397,270,-0.379680
397,292,-0.302720
397,315,-0.228131
397,340,-0.152908
397,368,-0.074874
397,397,0.000000
397,429,0.076592
397,463,0.152016
397,500,0.228106
397,540,0.304334
397,583,0.380275
397,630,0.457173
397,680,0.532967
397,735,0.610198
397,793,0.685657
397,857,0.762803
397,925,0.838732
397,999,0.915295
397,1079,0.991961
397,1165,1.068307
397,1258,1.144793
397,1358,1.220991
397,1467,1.297925
397,1584,1.374408
397,1710,1.450716
397,1847,1.527569
397,1994,1.603950
397,2153,1.680485
397,2325,1.757171
397,2511,1.833974
397,2711,1.910463
397,2928,1.987329
397,3161,2.063772
397,3414,2.140651
397,3686,2.217201
397,3980,2.293841
397,4298,2.370616
397,4641,2.447310
397,5011,2.500000
397,5411,2.500000
397,5842,2.500000
397,6309,2.500000
397,6812,2.500000
397,7355,2.500000
397,7942,2.500000
397,8576,2.500000
397,9260,2.500000
397,9999,2.500000
429,0,-2.500000
429,1,-2.500000
429,2,-2.500000
429,3,-2.500000
429,4,-2.500000
429,5,-2.500000
429,6,-2.500000
429,7,-2.500000
429,8,-2.500000
429,9,-2.500000
429,10,-2.500000
429,11,-2.500000
429,12,-2.500000
429,13,-2.500000
429,14,-2.500000
429,15,-2.500000
429,16,-2.500000
429,17,-2.500000
429,19,-2.500000
429,21,-2.500000
429,22,-2.500000
429,24,-2.500000
429,26,-2.500000
429,28,-2.500000
429,31,-2.489274
429,33,-2.435222
429,36,-2.359257
429,39,-2.288658
429,42,-2.222717
429,45,-2.160857
429,49,-2.083914
